customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,purchase_count,avg_order_value,support_tickets_raised,newsletter_subscriber,referrals_made,lifetime_months
37800,344,196,5642.75,727,196,28.79,5,1,4,11.3
37801,1367,375,219.27,123,375,0.58,11,1,1,44.9
37802,565,56,13646.24,428,56,243.68,10,1,12,18.6
37803,987,234,817.99,312,234,3.5,13,0,34,32.4
37804,1081,96,357.93,70,96,3.73,6,0,26,35.5
37805,177,494,19965.12,643,494,40.42,25,1,48,5.8
37806,1738,456,4825.44,4,456,10.58,17,0,44,57.1
37807,1967,117,5317.24,561,117,45.45,23,0,11,64.6
37808,1723,400,4395.18,98,400,10.99,11,0,4,56.6
37809,2019,197,1712.36,500,197,8.69,5,1,30,66.3
37810,2140,15,18849.95,63,15,1256.66,5,0,32,70.3
37811,2325,461,57.26,525,461,0.12,7,1,46,76.4
37812,566,307,19481.61,52,307,63.46,8,1,43,18.6
37813,2091,356,80.32,29,356,0.23,2,0,35,68.7
37814,1326,289,4795.76,156,289,16.59,24,1,23,43.6
37815,567,40,34489.17,648,40,862.23,17,0,36,18.6
37816,1318,208,3253.63,466,208,15.64,16,0,16,43.3
37817,1845,299,4605.09,396,299,15.4,26,1,2,60.6
37818,2391,87,1918.68,665,87,22.05,11,1,16,78.5
37819,1341,118,320.74,277,118,2.72,7,1,41,44.1
37820,968,374,421.6,628,374,1.13,14,1,10,31.8
37821,1436,36,332.34,262,36,9.23,8,0,13,47.2
37822,1707,39,2527.57,485,39,64.81,17,1,42,56.1
37823,514,96,506.98,197,96,5.28,4,1,5,16.9
37824,896,436,2990.35,279,436,6.86,20,0,4,29.4
37825,1672,227,444.72,299,227,1.96,10,1,27,54.9
37826,2131,377,2578.51,115,377,6.84,18,1,43,70.0
37827,281,490,10401.5,728,490,21.23,10,1,49,9.2
37828,162,418,778.17,228,418,1.86,26,1,24,5.3
37829,106,446,10929.39,271,446,24.51,12,0,21,3.5
37830,158,95,6457.35,719,95,67.97,6,1,24,5.2
37831,200,230,110941.64,115,230,482.35,10,1,13,6.6
37832,1030,78,6597.86,586,78,84.59,25,1,27,33.8
37833,1039,317,7368.1,351,317,23.24,15,0,9,34.1
37834,2084,283,13255.8,78,283,46.84,24,0,10,68.5
37835,909,165,14375.22,714,165,87.12,24,0,43,29.9
37836,692,303,618.11,258,303,2.04,16,0,9,22.7
37837,2275,444,1885.57,506,444,4.25,14,0,23,74.7
37838,1218,136,6857.99,240,136,50.43,10,0,39,40.0
37839,1761,308,667.76,46,308,2.17,28,1,13,57.9
37840,1354,194,2080.63,102,194,10.72,7,1,5,44.5
37841,1025,14,1379.43,681,14,98.53,4,1,16,33.7
37842,1986,7,7327.82,61,7,1046.83,18,1,6,65.2
37843,634,43,283.75,103,43,6.6,24,0,48,20.8
37844,610,299,3766.98,107,299,12.6,9,0,36,20.0
37845,2459,132,2989.25,205,132,22.65,11,0,33,80.8
37846,2024,336,16045.39,154,336,47.75,14,0,34,66.5
37847,1665,357,19604.75,44,357,54.92,29,1,28,54.7
37848,1843,11,984.73,366,11,89.52,10,1,24,60.5
37849,1687,264,12990.89,553,264,49.21,29,0,14,55.4
37850,448,232,1477.12,302,232,6.37,17,1,8,14.7
37851,499,336,914.72,725,336,2.72,2,1,11,16.4
37852,347,383,335.85,341,383,0.88,3,0,20,11.4
37853,1752,347,1101.28,547,347,3.17,6,0,24,57.6
37854,306,70,4437.47,164,70,63.39,5,1,28,10.1
37855,2484,27,1956.22,409,27,72.45,19,1,34,81.6
37856,110,453,699.39,407,453,1.54,2,0,16,3.6
37857,196,282,78817.34,355,282,279.49,20,1,39,6.4
37858,538,430,1185.45,109,430,2.76,11,0,18,17.7
37859,125,3,725.73,386,3,241.91,9,1,47,4.1
37860,1441,200,7357.95,15,200,36.79,14,1,38,47.3
37861,58,256,1886.63,273,256,7.37,24,1,33,1.9
37862,412,428,459.44,667,428,1.07,22,0,22,13.5
37863,1577,253,10629.53,457,253,42.01,23,1,23,51.8
37864,2133,64,990.66,123,64,15.48,28,1,23,70.1
37865,1862,321,827.86,161,321,2.58,25,1,4,61.2
37866,522,449,5093.94,446,449,11.35,0,1,0,17.1
37867,1606,234,2637.01,487,234,11.27,15,1,33,52.8
37868,1455,361,11549.87,247,361,31.99,26,1,3,47.8
37869,1444,94,8851.45,75,94,94.16,28,1,28,47.4
37870,460,493,13333.13,525,493,27.04,27,1,23,15.1
37871,1562,435,686.86,271,435,1.58,10,1,24,51.3
37872,826,278,374.97,212,278,1.35,20,0,37,27.1
37873,1371,265,93.04,209,265,0.35,3,0,32,45.0
37874,2022,22,699.77,19,22,31.81,19,1,12,66.4
37875,796,17,263.89,207,17,15.52,2,0,36,26.1
37876,750,371,15140.39,315,371,40.81,4,1,40,24.6
37877,312,257,1770.22,264,257,6.89,4,0,27,10.2
37878,79,246,718.39,53,246,2.92,12,1,16,2.6
37879,1638,78,1082.99,172,78,13.88,2,1,41,53.8
37880,1724,168,9737.65,458,168,57.96,8,1,49,56.6
37881,1969,417,530.04,63,417,1.27,19,1,46,64.7
37882,58,429,768.21,323,429,1.79,3,1,18,1.9
37883,1647,143,1040.22,394,143,7.27,7,1,26,54.1
37884,227,301,1019.96,605,301,3.39,13,0,11,7.5
37885,333,43,340.92,163,43,7.93,15,0,26,10.9
37886,1777,25,1146.38,530,25,45.86,5,1,32,58.4
37887,685,275,100.13,263,275,0.36,4,0,4,22.5
37888,2004,296,1047.07,416,296,3.54,3,0,17,65.8
37889,1703,93,4056.03,476,93,43.61,21,0,21,55.9
37890,921,67,287.53,589,67,4.29,21,1,11,30.3
37891,1639,11,1640.59,537,11,149.14,14,0,18,53.8
37892,481,144,1967.29,253,144,13.66,8,1,8,15.8
37893,716,306,1122.5,562,306,3.67,14,1,40,23.5
37894,2473,490,147.07,326,490,0.3,14,0,24,81.2
37895,40,316,9543.04,44,316,30.2,5,1,30,1.3
37896,1709,334,11433.57,173,334,34.23,29,1,23,56.1
37897,1004,493,295.32,71,493,0.6,13,1,9,33.0
37898,56,329,191.59,469,329,0.58,26,1,12,1.8
37899,1027,469,464.55,279,469,0.99,20,1,41,33.7
37900,1549,341,363.57,614,341,1.07,6,1,31,50.9
37901,1485,126,266.85,328,126,2.12,24,1,48,48.8
37902,139,191,15068.51,638,191,78.89,24,0,35,4.6
37903,224,46,11214.61,496,46,243.8,3,1,27,7.4
37904,2475,221,621.55,626,221,2.81,20,1,35,81.3
37905,38,203,14016.56,228,203,69.05,8,1,9,1.2
37906,1723,14,173.81,335,14,12.42,14,1,2,56.6
37907,1195,128,3149.35,250,128,24.6,3,1,8,39.3
37908,2057,488,901.5,198,488,1.85,8,1,43,67.6
37909,2296,115,849.98,342,115,7.39,2,0,1,75.4
37910,1539,246,999.68,594,246,4.06,23,1,24,50.6
37911,2472,233,3057.02,355,233,13.12,19,1,2,81.2
37912,2552,53,8094.66,475,53,152.73,24,1,21,83.8
37913,470,435,11393.95,543,435,26.19,1,0,28,15.4
37914,1075,126,2366.6,711,126,18.78,14,1,2,35.3
37915,858,419,171.43,151,419,0.41,8,0,2,28.2
37916,2134,436,875.68,217,436,2.01,23,1,25,70.1
37917,1335,400,11147.49,326,400,27.87,15,0,15,43.9
37918,1401,159,349.54,726,159,2.2,8,1,10,46.0
37919,1266,202,20324.02,326,202,100.61,23,0,38,41.6
37920,948,72,3305.57,432,72,45.91,6,1,0,31.1
37921,671,423,3535.9,429,423,8.36,5,1,26,22.0
37922,1897,168,1267.52,431,168,7.54,17,1,35,62.3
37923,207,358,4262.34,499,358,11.91,15,0,22,6.8
37924,2350,118,5667.66,131,118,48.03,0,1,25,77.2
37925,141,86,22687.29,506,86,263.81,25,0,10,4.6
37926,65,277,35087.15,211,277,126.67,11,0,4,2.1
37927,591,370,4016.62,481,370,10.86,8,0,22,19.4
37928,492,90,8062.93,460,90,89.59,11,1,0,16.2
37929,2531,74,2976.28,261,74,40.22,19,1,24,83.1
37930,36,197,324.05,326,197,1.64,3,0,14,1.2
37931,882,456,3710.07,334,456,8.14,28,1,0,29.0
37932,1647,439,61.22,429,439,0.14,6,0,43,54.1
37933,91,257,11044.77,534,257,42.98,6,1,30,3.0
37934,1419,169,5730.94,422,169,33.91,25,1,36,46.6
37935,689,441,2358.82,239,441,5.35,28,1,12,22.6
37936,92,225,2683.16,121,225,11.93,3,1,18,3.0
37937,423,199,4626.94,665,199,23.25,9,1,19,13.9
37938,1128,245,363.18,102,245,1.48,0,0,14,37.1
37939,2541,114,1298.8,26,114,11.39,3,1,38,83.5
37940,2309,145,458.78,652,145,3.16,0,1,22,75.9
37941,1293,245,4495.35,79,245,18.35,15,0,37,42.5
37942,751,351,7582.35,333,351,21.6,18,1,22,24.7
37943,330,209,603.63,484,209,2.89,22,1,18,10.8
37944,2046,100,2087.02,648,100,20.87,26,1,16,67.2
37945,1909,316,7244.98,303,316,22.93,11,1,20,62.7
37946,1141,87,1324.02,624,87,15.22,19,0,9,37.5
37947,1921,234,263.63,54,234,1.13,11,0,13,63.1
37948,2177,439,30837.89,446,439,70.25,15,0,8,71.5
37949,2536,451,396.25,460,451,0.88,10,0,11,83.3
37950,2459,205,18703.89,394,205,91.24,26,1,43,80.8
37951,977,131,1077.96,580,131,8.23,0,1,24,32.1
37952,971,480,1850.72,683,480,3.86,0,1,37,31.9
37953,89,489,7457.89,24,489,15.25,17,1,24,2.9
37954,1582,355,2314.08,575,355,6.52,4,1,6,52.0
37955,399,232,489.37,88,232,2.11,18,1,44,13.1
37956,1339,271,412.84,284,271,1.52,19,0,28,44.0
37957,1150,402,1282.05,362,402,3.19,12,1,31,37.8
37958,1537,151,943.85,467,151,6.25,28,0,33,50.5
37959,1641,102,99.12,440,102,0.97,8,1,13,53.9
37960,1191,425,1363.79,579,425,3.21,28,0,9,39.1
37961,102,364,44.68,333,364,0.12,26,1,45,3.4
37962,1629,406,2196.33,196,406,5.41,11,0,3,53.5
37963,1800,181,1127.26,90,181,6.23,28,1,12,59.1
37964,534,281,619.9,694,281,2.21,7,1,27,17.5
37965,2157,60,12508.21,644,60,208.47,1,0,42,70.9
37966,355,455,750.53,614,455,1.65,1,1,40,11.7
37967,845,485,200.49,578,485,0.41,17,1,46,27.8
37968,372,99,417.4,672,99,4.22,28,0,10,12.2
37969,1140,165,4770.49,79,165,28.91,19,1,40,37.5
37970,1071,484,1562.45,173,484,3.23,17,1,37,35.2
37971,331,152,670.45,170,152,4.41,24,0,47,10.9
37972,2356,383,668.67,21,383,1.75,3,1,48,77.4
37973,145,129,1247.42,49,129,9.67,7,1,20,4.8
37974,750,233,216.03,724,233,0.93,4,1,25,24.6
37975,2239,98,1097.27,688,98,11.2,5,1,9,73.6
37976,654,92,939.56,633,92,10.21,20,1,33,21.5
37977,666,58,2188.04,39,58,37.72,7,1,9,21.9
37978,361,108,3076.57,714,108,28.49,3,0,3,11.9
37979,1023,48,2517.16,144,48,52.44,2,1,34,33.6
37980,1136,422,5557.76,636,422,13.17,13,0,45,37.3
37981,2182,308,3491.76,228,308,11.34,11,1,18,71.7
37982,2460,372,1568.38,540,372,4.22,8,1,24,80.8
37983,2058,411,21324.9,315,411,51.89,14,1,48,67.6
37984,2355,269,2637.67,317,269,9.81,18,1,18,77.4
37985,2194,299,3974.46,572,299,13.29,11,1,42,72.1
37986,2340,80,648.54,101,80,8.11,14,1,36,76.9
37987,2488,252,1140.36,177,252,4.53,25,1,21,81.7
37988,1769,427,537.09,580,427,1.26,24,0,41,58.1
37989,2119,58,7794.33,638,58,134.38,21,0,8,69.6
37990,464,375,745.07,217,375,1.99,20,1,46,15.2
37991,321,392,2681.13,452,392,6.84,0,1,13,10.5
37992,1643,234,403.37,34,234,1.72,24,1,44,54.0
37993,1610,30,2928.25,153,30,97.61,0,1,41,52.9
37994,2315,404,5718.06,694,404,14.15,17,1,36,76.1
37995,454,406,265.38,680,406,0.65,12,1,19,14.9
37996,392,33,6720.4,162,33,203.65,17,0,48,12.9
37997,2368,304,2713.84,295,304,8.93,16,1,12,77.8
37998,2165,127,398.24,396,127,3.14,27,1,41,71.1
37999,2463,470,1376.09,358,470,2.93,21,0,0,80.9
38000,490,288,1978.1,222,288,6.87,18,0,26,16.1
38001,2192,207,13314.17,1,207,64.32,16,0,47,72.0
38002,1628,145,4474.91,262,145,30.86,29,1,25,53.5
38003,1519,294,12545.86,313,294,42.67,16,1,29,49.9
38004,174,158,10591.6,335,158,67.04,7,1,17,5.7
38005,820,459,612.54,562,459,1.33,7,1,43,26.9
38006,545,70,1088.19,598,70,15.55,4,1,18,17.9
38007,115,171,453.8,645,171,2.65,18,1,25,3.8
38008,1578,494,1755.35,481,494,3.55,7,1,42,51.8
38009,1268,467,1930.58,492,467,4.13,14,1,2,41.7
38010,1435,142,1168.6,176,142,8.23,5,1,18,47.1
38011,1236,384,492.11,121,384,1.28,3,1,33,40.6
38012,1549,344,51.76,718,344,0.15,9,1,32,50.9
38013,1239,391,2781.26,108,391,7.11,10,0,18,40.7
38014,2535,110,6428.0,550,110,58.44,12,0,25,83.3
38015,2525,494,24927.82,577,494,50.46,14,0,44,83.0
38016,876,339,615.2,547,339,1.81,9,0,8,28.8
38017,2360,128,1098.21,321,128,8.58,5,0,36,77.5
38018,2318,66,75.39,704,66,1.14,4,0,2,76.1
38019,1472,24,370.92,366,24,15.46,15,1,26,48.4
38020,1798,385,2564.3,357,385,6.66,13,1,5,59.1
38021,2182,230,2487.2,22,230,10.81,20,1,19,71.7
38022,2399,168,383.34,583,168,2.28,19,1,10,78.8
38023,244,432,2614.26,331,432,6.05,20,1,43,8.0
38024,946,270,461.76,550,270,1.71,19,0,33,31.1
38025,565,410,268.96,169,410,0.66,5,1,3,18.6
38026,240,294,10769.61,173,294,36.63,10,1,16,7.9
38027,2360,249,2460.87,719,249,9.88,22,1,45,77.5
38028,2006,256,4048.13,616,256,15.81,15,1,47,65.9
38029,1173,365,1345.43,9,365,3.69,11,0,47,38.5
38030,1954,114,177.77,326,114,1.56,20,0,47,64.2
38031,1230,40,4711.53,261,40,117.79,3,0,10,40.4
38032,768,270,1171.34,254,270,4.34,13,1,20,25.2
38033,825,111,2185.6,523,111,19.69,28,0,36,27.1
38034,1928,382,9716.62,407,382,25.44,1,0,15,63.3
38035,122,495,371.79,590,495,0.75,20,1,8,4.0
38036,1047,391,5616.89,91,391,14.37,18,0,3,34.4
38037,1005,118,1676.6,249,118,14.21,7,1,15,33.0
38038,1634,301,327.1,507,301,1.09,23,0,1,53.7
38039,1270,313,32091.78,42,313,102.53,24,1,27,41.7
38040,1084,443,512.52,165,443,1.16,12,0,22,35.6
38041,363,3,1819.2,559,3,606.4,22,0,18,11.9
38042,679,145,533.79,280,145,3.68,21,1,30,22.3
38043,1260,270,2760.42,147,270,10.22,20,1,10,41.4
38044,1829,232,3708.11,265,232,15.98,3,0,35,60.1
38045,2137,248,520.98,567,248,2.1,18,1,37,70.2
38046,2428,444,669.82,463,444,1.51,22,1,17,79.8
38047,1926,420,293.14,725,420,0.7,12,1,10,63.3
38048,1820,256,1145.48,496,256,4.47,6,0,5,59.8
38049,1673,437,1901.63,32,437,4.35,25,1,11,55.0
38050,872,204,615.86,251,204,3.02,25,1,33,28.6
38051,2366,188,355.53,538,188,1.89,14,0,21,77.7
38052,397,89,8846.03,93,89,99.39,24,1,6,13.0
38053,1756,346,2354.42,589,346,6.8,19,1,12,57.7
38054,1802,35,1243.66,429,35,35.53,10,1,1,59.2
38055,1485,453,1154.44,457,453,2.55,3,1,8,48.8
38056,343,193,17447.49,649,193,90.4,3,0,17,11.3
38057,654,493,1507.58,181,493,3.06,29,1,14,21.5
38058,2203,228,158.85,557,228,0.7,14,0,48,72.4
38059,756,356,1130.98,551,356,3.18,6,1,47,24.8
38060,1054,461,734.58,647,461,1.59,27,1,24,34.6
38061,2416,131,7687.75,190,131,58.69,8,0,34,79.4
38062,1645,243,859.41,698,243,3.54,26,1,13,54.0
38063,2420,481,2592.71,574,481,5.39,2,0,14,79.5
38064,1021,228,4630.02,532,228,20.31,27,1,21,33.5
38065,727,498,8630.01,330,498,17.33,29,0,3,23.9
38066,2069,280,282.38,205,280,1.01,15,1,1,68.0
38067,1043,117,1555.95,185,117,13.3,22,1,6,34.3
38068,561,3,13865.01,652,3,4621.67,25,1,27,18.4
38069,995,268,3437.3,224,268,12.83,23,1,19,32.7
38070,1732,177,3795.8,90,177,21.45,1,1,9,56.9
38071,203,405,611.24,601,405,1.51,14,1,8,6.7
38072,366,455,673.63,697,455,1.48,15,0,33,12.0
38073,236,184,55597.88,726,184,302.16,8,0,48,7.8
38074,1623,160,31276.26,345,160,195.48,22,1,0,53.3
38075,137,141,622.79,190,141,4.42,6,0,8,4.5
38076,991,471,106922.14,401,471,227.01,22,1,34,32.6
38077,1622,131,3780.21,256,131,28.86,27,1,11,53.3
38078,177,218,362.76,466,218,1.66,19,1,32,5.8
38079,270,413,14922.84,556,413,36.13,28,1,39,8.9
38080,443,498,1242.86,539,498,2.5,26,1,38,14.6
38081,273,230,730.57,303,230,3.18,17,0,2,9.0
38082,1202,448,4444.27,247,448,9.92,3,0,35,39.5
38083,1452,155,3442.44,149,155,22.21,1,1,33,47.7
38084,2231,68,5724.38,150,68,84.18,21,1,25,73.3
38085,2181,495,817.46,684,495,1.65,22,1,31,71.6
38086,654,402,249.12,27,402,0.62,24,0,14,21.5
38087,1073,222,4701.78,83,222,21.18,24,1,46,35.2
38088,1293,360,8587.08,660,360,23.85,14,0,39,42.5
38089,632,465,530.85,295,465,1.14,10,1,31,20.8
38090,1996,124,3553.49,9,124,28.66,2,1,0,65.6
38091,61,170,6361.37,32,170,37.42,1,0,38,2.0
38092,495,85,22900.84,133,85,269.42,27,1,6,16.3
38093,2182,175,820.98,549,175,4.69,15,0,1,71.7
38094,2071,279,952.02,40,279,3.41,21,0,4,68.0
38095,1325,149,980.73,360,149,6.58,11,0,26,43.5
38096,1359,430,920.38,223,430,2.14,9,1,19,44.6
38097,792,219,639.29,529,219,2.92,10,0,0,26.0
38098,2512,492,6470.21,345,492,13.15,24,1,31,82.5
38099,229,302,2291.28,361,302,7.59,3,1,20,7.5
38100,1897,316,314.79,381,316,1.0,25,0,27,62.3
38101,1476,112,3107.83,428,112,27.75,2,1,42,48.5
38102,406,428,1891.34,9,428,4.42,28,1,25,13.3
38103,358,182,541.5,430,182,2.98,7,1,17,11.8
38104,2463,238,3745.65,598,238,15.74,14,0,10,80.9
38105,1043,388,2692.9,554,388,6.94,7,1,45,34.3
38106,498,93,1158.07,463,93,12.45,20,1,38,16.4
38107,2487,264,1354.38,726,264,5.13,19,1,25,81.7
38108,1358,206,6160.48,489,206,29.91,7,0,34,44.6
38109,58,311,3600.47,398,311,11.58,29,1,28,1.9
38110,2044,201,77.16,725,201,0.38,29,0,45,67.1
38111,1858,318,77114.38,86,318,242.5,6,1,22,61.0
38112,146,425,224.3,80,425,0.53,26,1,20,4.8
38113,1312,412,644.94,545,412,1.57,28,1,41,43.1
38114,2375,418,1280.89,164,418,3.06,28,1,18,78.0
38115,2327,211,237.71,609,211,1.13,24,1,40,76.4
38116,2338,311,464.86,219,311,1.49,23,1,22,76.8
38117,1201,270,842.68,430,270,3.12,9,1,35,39.5
38118,389,31,925.32,477,31,29.85,25,0,35,12.8
38119,2420,105,1131.83,300,105,10.78,19,0,48,79.5
38120,1109,302,14672.56,509,302,48.58,22,0,30,36.4
38121,304,379,1844.7,677,379,4.87,11,1,34,10.0
38122,1495,286,961.7,610,286,3.36,22,1,21,49.1
38123,470,327,755.33,76,327,2.31,17,1,6,15.4
38124,2310,224,1684.99,403,224,7.52,19,1,37,75.9
38125,1564,279,70.74,728,279,0.25,10,0,46,51.4
38126,558,209,561.79,276,209,2.69,19,1,19,18.3
38127,1327,472,2740.83,464,472,5.81,7,0,7,43.6
38128,2329,364,45628.67,645,364,125.35,18,1,2,76.5
38129,987,358,10860.17,452,358,30.34,21,1,39,32.4
38130,69,486,218.66,614,486,0.45,3,0,33,2.3
38131,635,422,5212.4,354,422,12.35,8,0,47,20.9
38132,2530,151,163.89,644,151,1.09,22,0,16,83.1
38133,1334,161,5758.9,231,161,35.77,18,0,31,43.8
38134,1296,319,24117.0,450,319,75.6,6,0,12,42.6
38135,1556,180,556.54,252,180,3.09,7,1,6,51.1
38136,1823,107,701.26,482,107,6.55,15,1,18,59.9
38137,1207,106,2102.8,711,106,19.84,23,0,6,39.7
38138,1351,166,188.98,555,166,1.14,10,0,10,44.4
38139,1207,401,1510.44,716,401,3.77,28,1,15,39.7
38140,1261,188,2773.32,19,188,14.75,18,1,6,41.4
38141,1844,203,473.47,460,203,2.33,13,1,7,60.6
38142,1200,5,522.7,250,5,104.54,12,0,5,39.4
38143,800,386,6409.76,211,386,16.61,9,1,28,26.3
38144,2090,31,20946.82,208,31,675.7,2,1,11,68.7
38145,156,486,1135.22,287,486,2.34,23,1,1,5.1
38146,1591,485,1868.93,122,485,3.85,20,1,13,52.3
38147,973,442,608.46,123,442,1.38,0,0,32,32.0
38148,1815,432,3234.49,439,432,7.49,28,1,49,59.6
38149,1755,266,3615.22,400,266,13.59,16,0,29,57.7
38150,1558,397,755.53,345,397,1.9,23,0,14,51.2
38151,2391,118,367.63,366,118,3.12,19,0,44,78.5
38152,1353,155,531.54,36,155,3.43,3,1,3,44.4
38153,2316,33,388.16,471,33,11.76,1,1,10,76.1
38154,2327,138,28421.83,209,138,205.96,9,0,36,76.4
38155,404,246,668.33,342,246,2.72,26,1,0,13.3
38156,2486,305,860.5,321,305,2.82,7,1,39,81.7
38157,582,190,5175.31,140,190,27.24,26,1,14,19.1
38158,1325,382,4406.91,57,382,11.54,15,0,35,43.5
38159,1548,126,1899.87,515,126,15.08,28,1,36,50.9
38160,992,435,401.56,318,435,0.92,10,1,28,32.6
38161,723,65,104386.7,683,65,1605.95,3,0,10,23.8
38162,624,41,256.22,104,41,6.25,2,0,6,20.5
38163,1287,288,1247.6,184,288,4.33,18,1,17,42.3
38164,1951,80,621.16,438,80,7.76,6,0,24,64.1
38165,2173,437,1183.66,56,437,2.71,29,0,40,71.4
38166,1721,179,5735.11,649,179,32.04,9,0,14,56.5
38167,2446,320,1621.51,7,320,5.07,29,0,45,80.4
38168,1565,173,316.1,328,173,1.83,10,0,0,51.4
38169,475,234,324.51,627,234,1.39,1,1,13,15.6
38170,368,181,2509.21,454,181,13.86,14,0,21,12.1
38171,2315,1,5111.82,52,1,5111.82,12,1,2,76.1
38172,661,103,2003.62,166,103,19.45,2,1,29,21.7
38173,1317,420,2641.0,314,420,6.29,15,1,31,43.3
38174,2313,294,331.91,218,294,1.13,21,1,14,76.0
38175,1368,354,5867.25,389,354,16.57,3,1,48,44.9
38176,2030,351,2602.66,331,351,7.41,7,1,35,66.7
38177,2007,154,3646.1,170,154,23.68,17,0,22,65.9
38178,454,141,98.72,247,141,0.7,21,0,15,14.9
38179,1831,47,735.67,645,47,15.65,24,0,38,60.2
38180,2328,353,16869.35,72,353,47.79,6,1,17,76.5
38181,2484,285,9919.1,467,285,34.8,21,1,5,81.6
38182,1688,331,163.44,292,331,0.49,28,0,27,55.5
38183,545,376,5199.52,91,376,13.83,25,0,36,17.9
38184,1232,86,1225.63,214,86,14.25,9,1,30,40.5
38185,1512,288,21192.73,633,288,73.59,9,1,40,49.7
38186,2473,321,5917.71,141,321,18.44,23,1,15,81.2
38187,1744,276,673.39,54,276,2.44,19,0,49,57.3
38188,1798,284,7806.3,246,284,27.49,5,0,46,59.1
38189,1054,229,2119.13,465,229,9.25,2,1,23,34.6
38190,2198,276,10160.21,675,276,36.81,7,1,6,72.2
38191,1580,463,39286.58,366,463,84.85,9,1,14,51.9
38192,1692,425,15726.0,313,425,37.0,19,1,8,55.6
38193,45,41,5592.88,41,41,136.41,29,0,44,1.5
38194,2083,461,15665.88,222,461,33.98,11,1,16,68.4
38195,1394,402,13947.87,117,402,34.7,8,1,20,45.8
38196,892,273,2572.11,136,273,9.42,24,1,26,29.3
38197,980,58,2241.2,628,58,38.64,9,0,8,32.2
38198,1270,432,9915.1,607,432,22.95,21,0,2,41.7
38199,1437,127,1122.37,74,127,8.84,7,1,20,47.2
38200,1085,369,1903.62,593,369,5.16,11,1,19,35.6
38201,830,52,469.17,485,52,9.02,25,1,14,27.3
38202,1006,50,1459.62,691,50,29.19,1,1,14,33.0
38203,1468,253,1263.0,19,253,4.99,3,1,22,48.2
38204,404,35,1086.28,335,35,31.04,3,0,5,13.3
38205,533,431,428.61,680,431,0.99,4,0,13,17.5
38206,1481,330,373.51,522,330,1.13,3,1,13,48.7
38207,1363,344,317.69,123,344,0.92,29,0,25,44.8
38208,234,393,307.97,372,393,0.78,27,0,20,7.7
38209,924,259,179.04,634,259,0.69,2,1,35,30.4
38210,2281,350,1315.61,209,350,3.76,23,1,1,74.9
38211,1446,59,10466.96,111,59,177.41,22,0,19,47.5
38212,1850,399,24642.0,271,399,61.76,0,1,42,60.8
38213,1210,7,244.27,167,7,34.9,13,0,47,39.8
38214,971,412,352.71,314,412,0.86,7,0,18,31.9
38215,235,276,58.04,292,276,0.21,27,0,28,7.7
38216,1605,290,826.4,534,290,2.85,11,1,46,52.7
38217,1457,215,617.07,712,215,2.87,28,1,23,47.9
38218,1005,225,362.1,549,225,1.61,22,0,21,33.0
38219,2520,41,6049.65,403,41,147.55,7,1,15,82.8
38220,1620,278,5781.08,506,278,20.8,20,1,4,53.2
38221,1026,124,33.18,704,124,0.27,19,0,27,33.7
38222,159,401,304.49,377,401,0.76,9,1,12,5.2
38223,1764,466,431.54,111,466,0.93,18,0,18,58.0
38224,2333,487,254.16,288,487,0.52,24,0,36,76.6
38225,227,160,10367.86,381,160,64.8,10,0,7,7.5
38226,2507,175,5405.06,636,175,30.89,24,0,19,82.4
38227,206,269,15996.66,714,269,59.47,0,1,11,6.8
38228,127,69,43912.88,211,69,636.42,27,0,5,4.2
38229,1567,156,3202.26,212,156,20.53,17,1,29,51.5
38230,339,457,97.4,195,457,0.21,16,0,38,11.1
38231,347,81,1912.08,506,81,23.61,29,0,43,11.4
38232,1630,28,111.89,281,28,4.0,14,1,3,53.5
38233,972,381,1366.34,183,381,3.59,20,1,49,31.9
38234,36,73,302.74,51,73,4.15,11,1,8,1.2
38235,895,283,3096.98,134,283,10.94,22,1,32,29.4
38236,466,360,170.13,493,360,0.47,17,0,37,15.3
38237,768,341,51392.53,144,341,150.71,20,1,46,25.2
38238,832,426,479.02,420,426,1.12,9,0,29,27.3
38239,2221,143,14209.03,21,143,99.36,17,1,18,73.0
38240,1874,55,219.2,291,55,3.99,25,0,26,61.6
38241,783,5,35024.77,600,5,7004.95,4,1,2,25.7
38242,67,441,93.09,122,441,0.21,24,0,5,2.2
38243,1264,224,3608.19,205,224,16.11,6,0,45,41.5
38244,2152,81,711.79,346,81,8.79,20,1,28,70.7
38245,1275,443,1900.23,2,443,4.29,4,0,8,41.9
38246,1792,418,2159.76,685,418,5.17,13,1,9,58.9
38247,55,298,566.24,673,298,1.9,4,0,25,1.8
38248,169,210,954.73,639,210,4.55,28,0,4,5.6
38249,277,309,11008.1,356,309,35.62,18,0,41,9.1
38250,1646,380,2697.03,431,380,7.1,9,0,43,54.1
38251,1435,324,3552.04,697,324,10.96,25,1,30,47.1
38252,1653,97,12306.57,427,97,126.87,12,1,38,54.3
38253,2332,194,1744.24,481,194,8.99,21,1,8,76.6
38254,2353,77,1276.15,102,77,16.57,5,1,31,77.3
38255,2199,341,11339.08,49,341,33.25,4,0,38,72.2
38256,1922,481,4187.32,397,481,8.71,21,1,41,63.1
38257,202,480,1332.32,47,480,2.78,4,0,19,6.6
38258,879,166,11946.95,67,166,71.97,6,1,14,28.9
38259,198,132,9504.09,91,132,72.0,21,1,23,6.5
